mandal_name,city,year,day_of_festival,hour_of_day,is_weekend,is_special_day,weather,headcount
Siddhivinayak Temple,Mumbai,2013,2,18,0,0,Cloudy,43077
Siddhivinayak Temple,Mumbai,2013,2,19,0,0,Light Rain,27588
Siddhivinayak Temple,Mumbai,2013,2,20,0,0,Sunny,43640
Siddhivinayak Temple,Mumbai,2013,2,21,0,0,Cloudy,46987
Siddhivinayak Temple,Mumbai,2013,2,22,0,0,Heavy Rain,24191
Siddhivinayak Temple,Mumbai,2013,2,23,0,0,Heavy Rain,15864
Siddhivinayak Temple,Mumbai,2013,3,0,1,0,Sunny,16152
Siddhivinayak Temple,Mumbai,2013,3,1,1,0,Humid,9842
Siddhivinayak Temple,Mumbai,2013,3,2,1,0,Sunny,7917
Siddhivinayak Temple,Mumbai,2013,3,3,1,0,Light Rain,7212
Siddhivinayak Temple,Mumbai,2013,3,4,1,0,Humid,7097
Siddhivinayak Temple,Mumbai,2013,3,5,1,0,Sunny,6301
Siddhivinayak Temple,Mumbai,2013,3,6,1,0,Sunny,16352
Siddhivinayak Temple,Mumbai,2013,3,7,1,0,Cloudy,19096
Siddhivinayak Temple,Mumbai,2013,3,8,1,0,Humid,30321
Siddhivinayak Temple,Mumbai,2013,3,9,1,0,Cloudy,27639
Siddhivinayak Temple,Mumbai,2013,3,10,1,0,Light Rain,19391
Siddhivinayak Temple,Mumbai,2013,3,11,1,0,Heavy Rain,11509
Siddhivinayak Temple,Mumbai,2013,3,12,1,0,Heavy Rain,8513
Siddhivinayak Temple,Mumbai,2013,3,13,1,0,Light Rain,20274
Siddhivinayak Temple,Mumbai,2013,3,14,1,0,Cloudy,28513
Siddhivinayak Temple,Mumbai,2013,3,15,1,0,Light Rain,21024
Siddhivinayak Temple,Mumbai,2013,3,16,1,0,Sunny,21211
Siddhivinayak Temple,Mumbai,2013,3,17,1,0,Sunny,33633
Siddhivinayak Temple,Mumbai,2013,3,18,1,0,Sunny,139733
Siddhivinayak Temple,Mumbai,2013,3,19,1,0,Sunny,91239
Siddhivinayak Temple,Mumbai,2013,3,20,1,0,Sunny,74983
Siddhivinayak Temple,Mumbai,2013,3,21,1,0,Heavy Rain,27014
Siddhivinayak Temple,Mumbai,2013,3,22,1,0,Humid,125302
Siddhivinayak Temple,Mumbai,2013,3,23,1,0,Heavy Rain,36197
Siddhivinayak Temple,Mumbai,2013,4,0,1,0,Sunny,27312
Siddhivinayak Temple,Mumbai,2013,4,1,1,0,Cloudy,4969
Siddhivinayak Temple,Mumbai,2013,4,2,1,0,Sunny,7545
Siddhivinayak Temple,Mumbai,2013,4,3,1,0,Heavy Rain,1934
Siddhivinayak Temple,Mumbai,2013,4,4,1,0,Sunny,2879
Siddhivinayak Temple,Mumbai,2013,4,5,1,0,Cloudy,11016
Siddhivinayak Temple,Mumbai,2013,4,6,1,0,Heavy Rain,14474
Siddhivinayak Temple,Mumbai,2013,4,7,1,0,Cloudy,27994
Siddhivinayak Temple,Mumbai,2013,4,8,1,0,Cloudy,32670
Siddhivinayak Temple,Mumbai,2013,4,9,1,0,Heavy Rain,10053
Siddhivinayak Temple,Mumbai,2013,4,10,1,0,Cloudy,20654
Siddhivinayak Temple,Mumbai,2013,4,11,1,0,Humid,29988
Siddhivinayak Temple,Mumbai,2013,4,12,1,0,Heavy Rain,9968
Siddhivinayak Temple,Mumbai,2013,4,13,1,0,Cloudy,15211
Siddhivinayak Temple,Mumbai,2013,4,14,1,0,Humid,20453
Siddhivinayak Temple,Mumbai,2013,4,15,1,0,Heavy Rain,11118
Siddhivinayak Temple,Mumbai,2013,4,16,1,0,Heavy Rain,8587
Siddhivinayak Temple,Mumbai,2013,4,17,1,0,Heavy Rain,8801
Siddhivinayak Temple,Mumbai,2013,4,18,1,0,Cloudy,78099
Siddhivinayak Temple,Mumbai,2013,4,19,1,0,Humid,138493
Siddhivinayak Temple,Mumbai,2013,4,20,1,0,Humid,74179
Siddhivinayak Temple,Mumbai,2013,4,21,1,0,Heavy Rain,34520
Siddhivinayak Temple,Mumbai,2013,4,22,1,0,Cloudy,86761
Siddhivinayak Temple,Mumbai,2013,4,23,1,0,Light Rain,50949
Siddhivinayak Temple,Mumbai,2013,5,0,0,1,Light Rain,12831
Siddhivinayak Temple,Mumbai,2013,5,1,0,1,Light Rain,1857
Siddhivinayak Temple,Mumbai,2013,5,2,0,1,Heavy Rain,1838
Siddhivinayak Temple,Mumbai,2013,5,3,0,1,Sunny,4871
Siddhivinayak Temple,Mumbai,2013,5,4,0,1,Sunny,1771
Siddhivinayak Temple,Mumbai,2013,5,5,0,1,Sunny,4297
Siddhivinayak Temple,Mumbai,2013,5,6,0,1,Cloudy,13636
Siddhivinayak Temple,Mumbai,2013,5,7,0,1,Heavy Rain,5477
Siddhivinayak Temple,Mumbai,2013,5,8,0,1,Sunny,16435
Siddhivinayak Temple,Mumbai,2013,5,9,0,1,Humid,12256
Siddhivinayak Temple,Mumbai,2013,5,10,0,1,Cloudy,14524
Siddhivinayak Temple,Mumbai,2013,5,11,0,1,Cloudy,10625
Siddhivinayak Temple,Mumbai,2013,5,12,0,1,Humid,18072
Siddhivinayak Temple,Mumbai,2013,5,13,0,1,Light Rain,7881
Siddhivinayak Temple,Mumbai,2013,5,14,0,1,Heavy Rain,5384
Siddhivinayak Temple,Mumbai,2013,5,15,0,1,Humid,14233
Siddhivinayak Temple,Mumbai,2013,5,16,0,1,Heavy Rain,6553
Siddhivinayak Temple,Mumbai,2013,5,17,0,1,Cloudy,14978
Siddhivinayak Temple,Mumbai,2013,5,18,0,1,Sunny,49973
Siddhivinayak Temple,Mumbai,2013,5,19,0,1,Sunny,42452
Siddhivinayak Temple,Mumbai,2013,5,20,0,1,Heavy Rain,13524
Siddhivinayak Temple,Mumbai,2013,5,21,0,1,Cloudy,48883
Siddhivinayak Temple,Mumbai,2013,5,22,0,1,Light Rain,30251
Siddhivinayak Temple,Mumbai,2013,5,23,0,1,Heavy Rain,16937
Siddhivinayak Temple,Mumbai,2013,6,0,0,0,Light Rain,10070
Siddhivinayak Temple,Mumbai,2013,6,1,0,0,Sunny,3863
Siddhivinayak Temple,Mumbai,2013,6,2,0,0,Sunny,1802
Siddhivinayak Temple,Mumbai,2013,6,3,0,0,Humid,4079
Siddhivinayak Temple,Mumbai,2013,6,4,0,0,Light Rain,3696
Siddhivinayak Temple,Mumbai,2013,6,5,0,0,Humid,3817
Siddhivinayak Temple,Mumbai,2013,6,6,0,0,Cloudy,16928
Siddhivinayak Temple,Mumbai,2013,6,7,0,0,Sunny,13219
Siddhivinayak Temple,Mumbai,2013,6,8,0,0,Cloudy,18465
Siddhivinayak Temple,Mumbai,2013,6,9,0,0,Heavy Rain,6132
Siddhivinayak Temple,Mumbai,2013,6,10,0,0,Cloudy,16615
Siddhivinayak Temple,Mumbai,2013,6,11,0,0,Cloudy,17225
Siddhivinayak Temple,Mumbai,2013,6,12,0,0,Heavy Rain,5267
Siddhivinayak Temple,Mumbai,2013,6,13,0,0,Sunny,16962
Siddhivinayak Temple,Mumbai,2013,6,14,0,0,Heavy Rain,4352
Siddhivinayak Temple,Mumbai,2013,6,15,0,0,Sunny,15571
Siddhivinayak Temple,Mumbai,2013,6,16,0,0,Sunny,14365
Siddhivinayak Temple,Mumbai,2013,6,17,0,0,Sunny,12900
Siddhivinayak Temple,Mumbai,2013,6,18,0,0,Humid,63743
Siddhivinayak Temple,Mumbai,2013,6,19,0,0,Light Rain,25346
Siddhivinayak Temple,Mumbai,2013,6,20,0,0,Humid,61178
Siddhivinayak Temple,Mumbai,2013,6,21,0,0,Light Rain,28589
Siddhivinayak Temple,Mumbai,2013,6,22,0,0,Sunny,45215
Siddhivinayak Temple,Mumbai,2013,6,23,0,0,Sunny,44954
Siddhivinayak Temple,Mumbai,2013,7,0,0,1,Humid,12969
Siddhivinayak Temple,Mumbai,2013,7,1,0,1,Sunny,3459
Siddhivinayak Temple,Mumbai,2013,7,2,0,1,Cloudy,5350
Siddhivinayak Temple,Mumbai,2013,7,3,0,1,Light Rain,1331
Siddhivinayak Temple,Mumbai,2013,7,4,0,1,Humid,2053
Siddhivinayak Temple,Mumbai,2013,7,5,0,1,Heavy Rain,1555
Siddhivinayak Temple,Mumbai,2013,7,6,0,1,Humid,17925
Siddhivinayak Temple,Mumbai,2013,7,7,0,1,Humid,10654
Siddhivinayak Temple,Mumbai,2013,7,8,0,1,Heavy Rain,7039
Siddhivinayak Temple,Mumbai,2013,7,9,0,1,Light Rain,9047
Siddhivinayak Temple,Mumbai,2013,7,10,0,1,Light Rain,10763
Siddhivinayak Temple,Mumbai,2013,7,11,0,1,Sunny,15704
Siddhivinayak Temple,Mumbai,2013,7,12,0,1,Cloudy,16870
Siddhivinayak Temple,Mumbai,2013,7,13,0,1,Light Rain,7628
Siddhivinayak Temple,Mumbai,2013,7,14,0,1,Heavy Rain,6076
Siddhivinayak Temple,Mumbai,2013,7,15,0,1,Heavy Rain,7288
Siddhivinayak Temple,Mumbai,2013,7,16,0,1,Light Rain,9975
Siddhivinayak Temple,Mumbai,2013,7,17,0,1,Humid,13147
Siddhivinayak Temple,Mumbai,2013,7,18,0,1,Sunny,46440
Siddhivinayak Temple,Mumbai,2013,7,19,0,1,Cloudy,47800
Siddhivinayak Temple,Mumbai,2013,7,20,0,1,Light Rain,30702
Siddhivinayak Temple,Mumbai,2013,7,21,0,1,Sunny,50746
Siddhivinayak Temple,Mumbai,2013,7,22,0,1,Sunny,45432
Siddhivinayak Temple,Mumbai,2013,7,23,0,1,Heavy Rain,14132
Siddhivinayak Temple,Mumbai,2013,8,0,0,0,Light Rain,10409
Siddhivinayak Temple,Mumbai,2013,8,1,0,0,Cloudy,4161
Siddhivinayak Temple,Mumbai,2013,8,2,0,0,Light Rain,3594
Siddhivinayak Temple,Mumbai,2013,8,3,0,0,Cloudy,3862
Siddhivinayak Temple,Mumbai,2013,8,4,0,0,Cloudy,6654
Siddhivinayak Temple,Mumbai,2013,8,5,0,0,Sunny,4214
Siddhivinayak Temple,Mumbai,2013,8,6,0,0,Humid,12066
Siddhivinayak Temple,Mumbai,2013,8,7,0,0,Light Rain,11262
Siddhivinayak Temple,Mumbai,2013,8,8,0,0,Humid,16084
Siddhivinayak Temple,Mumbai,2013,8,9,0,0,Heavy Rain,7346
Siddhivinayak Temple,Mumbai,2013,8,10,0,0,Humid,15028
Siddhivinayak Temple,Mumbai,2013,8,11,0,0,Light Rain,7956
Siddhivinayak Temple,Mumbai,2013,8,12,0,0,Heavy Rain,5662
Siddhivinayak Temple,Mumbai,2013,8,13,0,0,Cloudy,16094
Siddhivinayak Temple,Mumbai,2013,8,14,0,0,Light Rain,8448
Siddhivinayak Temple,Mumbai,2013,8,15,0,0,Humid,17155
Siddhivinayak Temple,Mumbai,2013,8,16,0,0,Sunny,15399
Siddhivinayak Temple,Mumbai,2013,8,17,0,0,Cloudy,18248
Siddhivinayak Temple,Mumbai,2013,8,18,0,0,Sunny,37140
Siddhivinayak Temple,Mumbai,2013,8,19,0,0,Sunny,47574
Siddhivinayak Temple,Mumbai,2013,8,20,0,0,Humid,33533
Siddhivinayak Temple,Mumbai,2013,8,21,0,0,Sunny,44681
Siddhivinayak Temple,Mumbai,2013,8,22,0,0,Cloudy,40178
Siddhivinayak Temple,Mumbai,2013,8,23,0,0,Humid,47091
Siddhivinayak Temple,Mumbai,2013,9,0,0,0,Sunny,17605
Siddhivinayak Temple,Mumbai,2013,9,1,0,0,Heavy Rain,1024
Siddhivinayak Temple,Mumbai,2013,9,2,0,0,Cloudy,4280
Siddhivinayak Temple,Mumbai,2013,9,3,0,0,Humid,4256
Siddhivinayak Temple,Mumbai,2013,9,4,0,0,Sunny,2736
Siddhivinayak Temple,Mumbai,2013,9,5,0,0,Light Rain,1028
Siddhivinayak Temple,Mumbai,2013,9,6,0,0,Humid,17566
Siddhivinayak Temple,Mumbai,2013,9,7,0,0,Humid,13750
Siddhivinayak Temple,Mumbai,2013,9,8,0,0,Humid,16260
Siddhivinayak Temple,Mumbai,2013,9,9,0,0,Heavy Rain,5117
Siddhivinayak Temple,Mumbai,2013,9,10,0,0,Light Rain,8857
Siddhivinayak Temple,Mumbai,2013,9,11,0,0,Humid,16941
Siddhivinayak Temple,Mumbai,2013,9,12,0,0,Sunny,15672
Siddhivinayak Temple,Mumbai,2013,9,13,0,0,Sunny,12031
Siddhivinayak Temple,Mumbai,2013,9,14,0,0,Light Rain,11491
Siddhivinayak Temple,Mumbai,2013,9,15,0,0,Heavy Rain,6989
Siddhivinayak Temple,Mumbai,2013,9,16,0,0,Humid,13831
Siddhivinayak Temple,Mumbai,2013,9,17,0,0,Light Rain,10719
Siddhivinayak Temple,Mumbai,2013,9,18,0,0,Humid,64705
Siddhivinayak Temple,Mumbai,2013,9,19,0,0,Cloudy,61148
Siddhivinayak Temple,Mumbai,2013,9,20,0,0,Light Rain,36073
Siddhivinayak Temple,Mumbai,2013,9,21,0,0,Humid,65394
Siddhivinayak Temple,Mumbai,2013,9,22,0,0,Humid,59155
Siddhivinayak Temple,Mumbai,2013,9,23,0,0,Cloudy,51057
Siddhivinayak Temple,Mumbai,2013,10,0,1,1,Light Rain,24293
Siddhivinayak Temple,Mumbai,2013,10,1,1,1,Heavy Rain,1729
Siddhivinayak Temple,Mumbai,2013,10,2,1,1,Light Rain,2423
Siddhivinayak Temple,Mumbai,2013,10,3,1,1,Humid,8313
Siddhivinayak Temple,Mumbai,2013,10,4,1,1,Heavy Rain,4808
Siddhivinayak Temple,Mumbai,2013,10,5,1,1,Cloudy,4124
Siddhivinayak Temple,Mumbai,2013,10,6,1,1,Humid,35554
Siddhivinayak Temple,Mumbai,2013,10,7,1,1,Light Rain,17688
Siddhivinayak Temple,Mumbai,2013,10,8,1,1,Light Rain,12808
Siddhivinayak Temple,Mumbai,2013,10,9,1,1,Heavy Rain,7286
Siddhivinayak Temple,Mumbai,2013,10,10,1,1,Sunny,22670
Siddhivinayak Temple,Mumbai,2013,10,11,1,1,Light Rain,14618
Siddhivinayak Temple,Mumbai,2013,10,12,1,1,Heavy Rain,9586
Siddhivinayak Temple,Mumbai,2013,10,13,1,1,Humid,23967
Siddhivinayak Temple,Mumbai,2013,10,14,1,1,Humid,23299
Siddhivinayak Temple,Mumbai,2013,10,15,1,1,Heavy Rain,10318
Siddhivinayak Temple,Mumbai,2013,10,16,1,1,Heavy Rain,9693
Siddhivinayak Temple,Mumbai,2013,10,17,1,1,Humid,26518
Siddhivinayak Temple,Mumbai,2013,10,18,1,1,Heavy Rain,46779
Siddhivinayak Temple,Mumbai,2013,10,19,1,1,Heavy Rain,38564
Siddhivinayak Temple,Mumbai,2013,10,20,1,1,Sunny,58267
Siddhivinayak Temple,Mumbai,2013,10,21,1,1,Humid,105520
Siddhivinayak Temple,Mumbai,2013,10,22,1,1,Heavy Rain,39493
Siddhivinayak Temple,Mumbai,2013,10,23,1,1,Humid,78550
Siddhivinayak Temple,Mumbai,2013,11,0,1,1,Humid,95362
Siddhivinayak Temple,Mumbai,2013,11,1,1,1,Light Rain,26788
Siddhivinayak Temple,Mumbai,2013,11,2,1,1,Heavy Rain,6691
Siddhivinayak Temple,Mumbai,2013,11,3,1,1,Cloudy,22539
Siddhivinayak Temple,Mumbai,2013,11,4,1,1,Heavy Rain,16913
Siddhivinayak Temple,Mumbai,2013,11,5,1,1,Sunny,24882
Siddhivinayak Temple,Mumbai,2013,11,6,1,1,Sunny,114163
Siddhivinayak Temple,Mumbai,2013,11,7,1,1,Sunny,128326
Siddhivinayak Temple,Mumbai,2013,11,8,1,1,Cloudy,86831
Siddhivinayak Temple,Mumbai,2013,11,9,1,1,Sunny,82917
Siddhivinayak Temple,Mumbai,2013,11,10,1,1,Humid,87620
Siddhivinayak Temple,Mumbai,2013,11,11,1,1,Light Rain,46685
Siddhivinayak Temple,Mumbai,2013,11,12,1,1,Sunny,87043
Siddhivinayak Temple,Mumbai,2013,11,13,1,1,Humid,136057
Siddhivinayak Temple,Mumbai,2013,11,14,1,1,Cloudy,94939
Siddhivinayak Temple,Mumbai,2013,11,15,1,1,Light Rain,61050
Siddhivinayak Temple,Mumbai,2013,11,16,1,1,Light Rain,69219
Siddhivinayak Temple,Mumbai,2013,11,17,1,1,Sunny,68662
Siddhivinayak Temple,Mumbai,2013,11,18,1,1,Cloudy,376573
Siddhivinayak Temple,Mumbai,2013,11,19,1,1,Light Rain,245207
Siddhivinayak Temple,Mumbai,2013,11,20,1,1,Sunny,321505
Siddhivinayak Temple,Mumbai,2013,11,21,1,1,Cloudy,342369
Siddhivinayak Temple,Mumbai,2013,11,22,1,1,Humid,206711
Siddhivinayak Temple,Mumbai,2013,11,23,1,1,Heavy Rain,186224
Siddhivinayak Temple,Mumbai,2014,1,0,0,1,Light Rain,21030
Siddhivinayak Temple,Mumbai,2014,1,1,0,1,Humid,17992
Siddhivinayak Temple,Mumbai,2014,1,2,0,1,Heavy Rain,3467
Siddhivinayak Temple,Mumbai,2014,1,3,0,1,Sunny,15445
Siddhivinayak Temple,Mumbai,2014,1,4,0,1,Cloudy,5598
Siddhivinayak Temple,Mumbai,2014,1,5,0,1,Light Rain,5009
Siddhivinayak Temple,Mumbai,2014,1,6,0,1,Sunny,41945
Siddhivinayak Temple,Mumbai,2014,1,7,0,1,Heavy Rain,15602
Siddhivinayak Temple,Mumbai,2014,1,8,0,1,Humid,50372
Siddhivinayak Temple,Mumbai,2014,1,9,0,1,Humid,35702
Siddhivinayak Temple,Mumbai,2014,1,10,0,1,Light Rain,25662
Siddhivinayak Temple,Mumbai,2014,1,11,0,1,Humid,43794
Siddhivinayak Temple,Mumbai,2014,1,12,0,1,Heavy Rain,13110
Siddhivinayak Temple,Mumbai,2014,1,13,0,1,Sunny,57341
Siddhivinayak Temple,Mumbai,2014,1,14,0,1,Sunny,50584
Siddhivinayak Temple,Mumbai,2014,1,15,0,1,Sunny,50372
Siddhivinayak Temple,Mumbai,2014,1,16,0,1,Cloudy,28428
Siddhivinayak Temple,Mumbai,2014,1,17,0,1,Sunny,35669
Siddhivinayak Temple,Mumbai,2014,1,18,0,1,Sunny,76078
Siddhivinayak Temple,Mumbai,2014,1,19,0,1,Heavy Rain,62575
Siddhivinayak Temple,Mumbai,2014,1,20,0,1,Humid,99073
Siddhivinayak Temple,Mumbai,2014,1,21,0,1,Sunny,176054
Siddhivinayak Temple,Mumbai,2014,1,22,0,1,Light Rain,129471
Siddhivinayak Temple,Mumbai,2014,1,23,0,1,Cloudy,154062
Siddhivinayak Temple,Mumbai,2014,2,0,1,0,Light Rain,21531
Siddhivinayak Temple,Mumbai,2014,2,1,1,0,Humid,8132
Siddhivinayak Temple,Mumbai,2014,2,2,1,0,Light Rain,5149
Siddhivinayak Temple,Mumbai,2014,2,3,1,0,Humid,6350
Siddhivinayak Temple,Mumbai,2014,2,4,1,0,Humid,5732
Siddhivinayak Temple,Mumbai,2014,2,5,1,0,Heavy Rain,2191
Siddhivinayak Temple,Mumbai,2014,2,6,1,0,Light Rain,22694
Siddhivinayak Temple,Mumbai,2014,2,7,1,0,Light Rain,22724
Siddhivinayak Temple,Mumbai,2014,2,8,1,0,Humid,24171
Siddhivinayak Temple,Mumbai,2014,2,9,1,0,Sunny,30841
Siddhivinayak Temple,Mumbai,2014,2,10,1,0,Heavy Rain,13668
Siddhivinayak Temple,Mumbai,2014,2,11,1,0,Humid,24979
Siddhivinayak Temple,Mumbai,2014,2,12,1,0,Humid,23834
Siddhivinayak Temple,Mumbai,2014,2,13,1,0,Sunny,30696
Siddhivinayak Temple,Mumbai,2014,2,14,1,0,Heavy Rain,8792
Siddhivinayak Temple,Mumbai,2014,2,15,1,0,Humid,20315
Siddhivinayak Temple,Mumbai,2014,2,16,1,0,Cloudy,21566
Siddhivinayak Temple,Mumbai,2014,2,17,1,0,Light Rain,14875
Siddhivinayak Temple,Mumbai,2014,2,18,1,0,Heavy Rain,46329
Siddhivinayak Temple,Mumbai,2014,2,19,1,0,Humid,65428
Siddhivinayak Temple,Mumbai,2014,2,20,1,0,Sunny,135682
Siddhivinayak Temple,Mumbai,2014,2,21,1,0,Humid,68943
Siddhivinayak Temple,Mumbai,2014,2,22,1,0,Humid,117683
Siddhivinayak Temple,Mumbai,2014,2,23,1,0,Humid,112137
Siddhivinayak Temple,Mumbai,2014,3,0,1,0,Humid,22389
Siddhivinayak Temple,Mumbai,2014,3,1,1,0,Light Rain,2816
Siddhivinayak Temple,Mumbai,2014,3,2,1,0,Cloudy,8615
Siddhivinayak Temple,Mumbai,2014,3,3,1,0,Light Rain,1494
Siddhivinayak Temple,Mumbai,2014,3,4,1,0,Light Rain,7759
Siddhivinayak Temple,Mumbai,2014,3,5,1,0,Light Rain,5333
Siddhivinayak Temple,Mumbai,2014,3,6,1,0,Cloudy,24521
Siddhivinayak Temple,Mumbai,2014,3,7,1,0,Heavy Rain,12730
Siddhivinayak Temple,Mumbai,2014,3,8,1,0,Light Rain,18175
Siddhivinayak Temple,Mumbai,2014,3,9,1,0,Humid,19729
Siddhivinayak Temple,Mumbai,2014,3,10,1,0,Sunny,28191
Siddhivinayak Temple,Mumbai,2014,3,11,1,0,Light Rain,15947
Siddhivinayak Temple,Mumbai,2014,3,12,1,0,Humid,30062
Siddhivinayak Temple,Mumbai,2014,3,13,1,0,Heavy Rain,9410
Siddhivinayak Temple,Mumbai,2014,3,14,1,0,Heavy Rain,13087
Siddhivinayak Temple,Mumbai,2014,3,15,1,0,Light Rain,17757
Siddhivinayak Temple,Mumbai,2014,3,16,1,0,Heavy Rain,9455
Siddhivinayak Temple,Mumbai,2014,3,17,1,0,Sunny,20119
Siddhivinayak Temple,Mumbai,2014,3,18,1,0,Sunny,109908
Siddhivinayak Temple,Mumbai,2014,3,19,1,0,Sunny,95095
Siddhivinayak Temple,Mumbai,2014,3,20,1,0,Humid,63476
Siddhivinayak Temple,Mumbai,2014,3,21,1,0,Sunny,70679
Siddhivinayak Temple,Mumbai,2014,3,22,1,0,Sunny,121863
Siddhivinayak Temple,Mumbai,2014,3,23,1,0,Sunny,97985
Siddhivinayak Temple,Mumbai,2014,4,0,0,0,Light Rain,10658
Siddhivinayak Temple,Mumbai,2014,4,1,0,0,Sunny,3785
Siddhivinayak Temple,Mumbai,2014,4,2,0,0,Cloudy,3136
Siddhivinayak Temple,Mumbai,2014,4,3,0,0,Heavy Rain,758
Siddhivinayak Temple,Mumbai,2014,4,4,0,0,Humid,3812
Siddhivinayak Temple,Mumbai,2014,4,5,0,0,Heavy Rain,1639
Siddhivinayak Temple,Mumbai,2014,4,6,0,0,Light Rain,8755
Siddhivinayak Temple,Mumbai,2014,4,7,0,0,Heavy Rain,5352
Siddhivinayak Temple,Mumbai,2014,4,8,0,0,Cloudy,18977
Siddhivinayak Temple,Mumbai,2014,4,9,0,0,Light Rain,10595
Siddhivinayak Temple,Mumbai,2014,4,10,0,0,Humid,14172
Siddhivinayak Temple,Mumbai,2014,4,11,0,0,Heavy Rain,5611
Siddhivinayak Temple,Mumbai,2014,4,12,0,0,Light Rain,9518
Siddhivinayak Temple,Mumbai,2014,4,13,0,0,Light Rain,8645
Siddhivinayak Temple,Mumbai,2014,4,14,0,0,Cloudy,16728
Siddhivinayak Temple,Mumbai,2014,4,15,0,0,Humid,17391
Siddhivinayak Temple,Mumbai,2014,4,16,0,0,Sunny,18224
Siddhivinayak Temple,Mumbai,2014,4,17,0,0,Light Rain,12186
Siddhivinayak Temple,Mumbai,2014,4,18,0,0,Cloudy,38754
Siddhivinayak Temple,Mumbai,2014,4,19,0,0,Light Rain,33108
Siddhivinayak Temple,Mumbai,2014,4,20,0,0,Heavy Rain,19244
Siddhivinayak Temple,Mumbai,2014,4,21,0,0,Heavy Rain,23273
Siddhivinayak Temple,Mumbai,2014,4,22,0,0,Light Rain,47205
Siddhivinayak Temple,Mumbai,2014,4,23,0,0,Sunny,47707
Siddhivinayak Temple,Mumbai,2014,5,0,0,1,Cloudy,17304
Siddhivinayak Temple,Mumbai,2014,5,1,0,1,Light Rain,1130
Siddhivinayak Temple,Mumbai,2014,5,2,0,1,Heavy Rain,1151
Siddhivinayak Temple,Mumbai,2014,5,3,0,1,Cloudy,6199
Siddhivinayak Temple,Mumbai,2014,5,4,0,1,Humid,5433
Siddhivinayak Temple,Mumbai,2014,5,5,0,1,Cloudy,2962
Siddhivinayak Temple,Mumbai,2014,5,6,0,1,Humid,16717
Siddhivinayak Temple,Mumbai,2014,5,7,0,1,Heavy Rain,5350
Siddhivinayak Temple,Mumbai,2014,5,8,0,1,Humid,16438
Siddhivinayak Temple,Mumbai,2014,5,9,0,1,Light Rain,11228
Siddhivinayak Temple,Mumbai,2014,5,10,0,1,Sunny,19551
Siddhivinayak Temple,Mumbai,2014,5,11,0,1,Light Rain,11261
Siddhivinayak Temple,Mumbai,2014,5,12,0,1,Cloudy,13822
Siddhivinayak Temple,Mumbai,2014,5,13,0,1,Humid,18670
Siddhivinayak Temple,Mumbai,2014,5,14,0,1,Light Rain,12308
Siddhivinayak Temple,Mumbai,2014,5,15,0,1,Sunny,15496
Siddhivinayak Temple,Mumbai,2014,5,16,0,1,Light Rain,9205
Siddhivinayak Temple,Mumbai,2014,5,17,0,1,Sunny,14470
Siddhivinayak Temple,Mumbai,2014,5,18,0,1,Heavy Rain,26177
Siddhivinayak Temple,Mumbai,2014,5,19,0,1,Sunny,44706
Siddhivinayak Temple,Mumbai,2014,5,20,0,1,Light Rain,35527
Siddhivinayak Temple,Mumbai,2014,5,21,0,1,Heavy Rain,25337
Siddhivinayak Temple,Mumbai,2014,5,22,0,1,Light Rain,40231
Siddhivinayak Temple,Mumbai,2014,5,23,0,1,Humid,67762
Siddhivinayak Temple,Mumbai,2014,6,0,0,0,Humid,18008
Siddhivinayak Temple,Mumbai,2014,6,1,0,0,Light Rain,2872
Siddhivinayak Temple,Mumbai,2014,6,2,0,0,Humid,1722
Siddhivinayak Temple,Mumbai,2014,6,3,0,0,Light Rain,1539
Siddhivinayak Temple,Mumbai,2014,6,4,0,0,Cloudy,5950
Siddhivinayak Temple,Mumbai,2014,6,5,0,0,Cloudy,5768
Siddhivinayak Temple,Mumbai,2014,6,6,0,0,Light Rain,11724
Siddhivinayak Temple,Mumbai,2014,6,7,0,0,Humid,16646
Siddhivinayak Temple,Mumbai,2014,6,8,0,0,Heavy Rain,5661
Siddhivinayak Temple,Mumbai,2014,6,9,0,0,Light Rain,9881
Siddhivinayak Temple,Mumbai,2014,6,10,0,0,Cloudy,18335
Siddhivinayak Temple,Mumbai,2014,6,11,0,0,Sunny,18710
Siddhivinayak Temple,Mumbai,2014,6,12,0,0,Light Rain,10307
Siddhivinayak Temple,Mumbai,2014,6,13,0,0,Light Rain,13169
Siddhivinayak Temple,Mumbai,2014,6,14,0,0,Humid,15135
Siddhivinayak Temple,Mumbai,2014,6,15,0,0,Cloudy,13956
Siddhivinayak Temple,Mumbai,2014,6,16,0,0,Humid,15358
Siddhivinayak Temple,Mumbai,2014,6,17,0,0,Humid,15752
Siddhivinayak Temple,Mumbai,2014,6,18,0,0,Sunny,53588
Siddhivinayak Temple,Mumbai,2014,6,19,0,0,Humid,46919
Siddhivinayak Temple,Mumbai,2014,6,20,0,0,Humid,39174
Siddhivinayak Temple,Mumbai,2014,6,21,0,0,Humid,54284
Siddhivinayak Temple,Mumbai,2014,6,22,0,0,Heavy Rain,17065
Siddhivinayak Temple,Mumbai,2014,6,23,0,0,Cloudy,48756
Siddhivinayak Temple,Mumbai,2014,7,0,0,1,Heavy Rain,5038
Siddhivinayak Temple,Mumbai,2014,7,1,0,1,Cloudy,5814
Siddhivinayak Temple,Mumbai,2014,7,2,0,1,Humid,3140
Siddhivinayak Temple,Mumbai,2014,7,3,0,1,Light Rain,3277
