mandal_name,city,year,day_of_festival,hour_of_day,holiday_flag,special_event_flag,weather,volunteers_on_duty,headcount
Koradi Devi Temple,Nagpur,2016,6,18,1,0,Pleasant,42,22210
Koradi Devi Temple,Nagpur,2016,6,19,1,0,Sunny,53,24788
Koradi Devi Temple,Nagpur,2016,6,20,1,0,Light Rain,74,15119
Koradi Devi Temple,Nagpur,2016,6,21,1,0,Light Rain,42,29112
Koradi Devi Temple,Nagpur,2016,6,22,1,0,Cloudy,65,25762
Koradi Devi Temple,Nagpur,2016,6,23,1,0,Cloudy,46,23832
Koradi Devi Temple,Nagpur,2016,7,0,1,0,Heavy Rain,76,4177
Koradi Devi Temple,Nagpur,2016,7,1,1,0,Sunny,43,2610
Koradi Devi Temple,Nagpur,2016,7,2,1,0,Pleasant,71,3651
Koradi Devi Temple,Nagpur,2016,7,3,1,0,Heavy Rain,57,1079
Koradi Devi Temple,Nagpur,2016,7,4,1,0,Pleasant,49,2248
Koradi Devi Temple,Nagpur,2016,7,5,1,0,Sunny,72,2606
Koradi Devi Temple,Nagpur,2016,7,6,1,0,Cloudy,78,7512
Koradi Devi Temple,Nagpur,2016,7,7,1,0,Sunny,45,14952
Koradi Devi Temple,Nagpur,2016,7,8,1,0,Cloudy,61,12436
Koradi Devi Temple,Nagpur,2016,7,9,1,0,Light Rain,51,7325
Koradi Devi Temple,Nagpur,2016,7,10,1,0,Heavy Rain,65,4871
Koradi Devi Temple,Nagpur,2016,7,11,1,0,Sunny,40,8545
Koradi Devi Temple,Nagpur,2016,7,12,1,0,Light Rain,55,9829
Koradi Devi Temple,Nagpur,2016,7,13,1,0,Cloudy,40,12323
Koradi Devi Temple,Nagpur,2016,7,14,1,0,Pleasant,30,8108
Koradi Devi Temple,Nagpur,2016,7,15,1,0,Pleasant,50,15747
Koradi Devi Temple,Nagpur,2016,7,16,1,0,Light Rain,66,5834
Koradi Devi Temple,Nagpur,2016,7,17,1,0,Heavy Rain,37,5879
Koradi Devi Temple,Nagpur,2016,7,18,1,0,Heavy Rain,62,24709
Koradi Devi Temple,Nagpur,2016,7,19,1,0,Cloudy,47,41872
Koradi Devi Temple,Nagpur,2016,7,20,1,0,Light Rain,40,26135
Koradi Devi Temple,Nagpur,2016,7,21,1,0,Cloudy,61,29350
Koradi Devi Temple,Nagpur,2016,7,22,1,0,Sunny,59,43081
Koradi Devi Temple,Nagpur,2016,7,23,1,0,Light Rain,60,24046
Koradi Devi Temple,Nagpur,2016,8,0,0,1,Light Rain,46,10365
Koradi Devi Temple,Nagpur,2016,8,1,1,1,Sunny,35,9598
Koradi Devi Temple,Nagpur,2016,8,2,0,1,Pleasant,49,6934
Koradi Devi Temple,Nagpur,2016,8,3,0,1,Pleasant,65,3311
Koradi Devi Temple,Nagpur,2016,8,4,0,1,Cloudy,43,5505
Koradi Devi Temple,Nagpur,2016,8,5,0,1,Heavy Rain,44,1509
Koradi Devi Temple,Nagpur,2016,8,6,0,1,Sunny,76,20292
Koradi Devi Temple,Nagpur,2016,8,7,0,1,Sunny,58,17629
Koradi Devi Temple,Nagpur,2016,8,8,0,1,Heavy Rain,75,5160
Koradi Devi Temple,Nagpur,2016,8,9,0,1,Sunny,46,9784
Koradi Devi Temple,Nagpur,2016,8,10,0,1,Light Rain,30,9509
Koradi Devi Temple,Nagpur,2016,8,11,0,1,Sunny,79,13263
Koradi Devi Temple,Nagpur,2016,8,12,0,1,Sunny,53,17118
Koradi Devi Temple,Nagpur,2016,8,13,0,1,Cloudy,65,17183
Koradi Devi Temple,Nagpur,2016,8,14,0,1,Light Rain,36,10385
Koradi Devi Temple,Nagpur,2016,8,15,0,1,Heavy Rain,67,5649
Koradi Devi Temple,Nagpur,2016,8,16,0,1,Cloudy,44,11115
Koradi Devi Temple,Nagpur,2016,8,17,0,1,Pleasant,53,10032
Koradi Devi Temple,Nagpur,2016,8,18,1,1,Sunny,73,63282
Koradi Devi Temple,Nagpur,2016,8,19,0,1,Cloudy,60,35873
Koradi Devi Temple,Nagpur,2016,8,20,0,1,Cloudy,47,31698
Koradi Devi Temple,Nagpur,2016,8,21,0,1,Sunny,33,39832
Koradi Devi Temple,Nagpur,2016,8,22,0,1,Cloudy,77,35595
Koradi Devi Temple,Nagpur,2016,8,23,0,1,Pleasant,48,18922
Koradi Devi Temple,Nagpur,2016,9,0,0,1,Cloudy,48,15477
Koradi Devi Temple,Nagpur,2016,9,1,0,1,Heavy Rain,55,2687
Koradi Devi Temple,Nagpur,2016,9,2,0,1,Light Rain,47,4146
Koradi Devi Temple,Nagpur,2016,9,3,0,1,Pleasant,39,1781
Koradi Devi Temple,Nagpur,2016,9,4,0,1,Pleasant,41,8132
Koradi Devi Temple,Nagpur,2016,9,5,0,1,Heavy Rain,64,996
Koradi Devi Temple,Nagpur,2016,9,6,0,1,Heavy Rain,35,5460
Koradi Devi Temple,Nagpur,2016,9,7,0,1,Heavy Rain,32,5735
Koradi Devi Temple,Nagpur,2016,9,8,0,1,Pleasant,62,9536
Koradi Devi Temple,Nagpur,2016,9,9,0,1,Sunny,69,12585
Koradi Devi Temple,Nagpur,2016,9,10,0,1,Heavy Rain,50,4302
Koradi Devi Temple,Nagpur,2016,9,11,0,1,Light Rain,50,12032
Koradi Devi Temple,Nagpur,2016,9,12,1,1,Pleasant,75,45747
Koradi Devi Temple,Nagpur,2016,9,13,0,1,Sunny,54,12139
Koradi Devi Temple,Nagpur,2016,9,14,0,1,Pleasant,61,10519
Koradi Devi Temple,Nagpur,2016,9,15,0,1,Heavy Rain,52,7776
Koradi Devi Temple,Nagpur,2016,9,16,0,1,Cloudy,37,14447
Koradi Devi Temple,Nagpur,2016,9,17,0,1,Pleasant,62,9713
Koradi Devi Temple,Nagpur,2016,9,18,0,1,Cloudy,45,20231
Koradi Devi Temple,Nagpur,2016,9,19,0,1,Heavy Rain,69,14482
Koradi Devi Temple,Nagpur,2016,9,20,0,1,Sunny,46,46291
Koradi Devi Temple,Nagpur,2016,9,21,0,1,Light Rain,46,18120
Koradi Devi Temple,Nagpur,2016,9,22,0,1,Pleasant,41,34104
Koradi Devi Temple,Nagpur,2016,9,23,0,1,Heavy Rain,51,20399
Koradi Devi Temple,Nagpur,2017,1,0,1,1,Light Rain,39,21597
Koradi Devi Temple,Nagpur,2017,1,1,0,1,Heavy Rain,40,3250
Koradi Devi Temple,Nagpur,2017,1,2,0,1,Sunny,79,2739
Koradi Devi Temple,Nagpur,2017,1,3,0,1,Cloudy,71,4519
Koradi Devi Temple,Nagpur,2017,1,4,0,1,Sunny,66,8899
Koradi Devi Temple,Nagpur,2017,1,5,0,1,Sunny,70,3991
Koradi Devi Temple,Nagpur,2017,1,6,0,1,Pleasant,67,9930
Koradi Devi Temple,Nagpur,2017,1,7,0,1,Cloudy,43,14148
Koradi Devi Temple,Nagpur,2017,1,8,0,1,Heavy Rain,63,6520
Koradi Devi Temple,Nagpur,2017,1,9,0,1,Light Rain,41,16303
Koradi Devi Temple,Nagpur,2017,1,10,0,1,Cloudy,62,9986
Koradi Devi Temple,Nagpur,2017,1,11,0,1,Pleasant,73,16036
Koradi Devi Temple,Nagpur,2017,1,12,0,1,Heavy Rain,31,10201
Koradi Devi Temple,Nagpur,2017,1,13,0,1,Cloudy,35,27900
Koradi Devi Temple,Nagpur,2017,1,14,0,1,Sunny,63,23497
Koradi Devi Temple,Nagpur,2017,1,15,0,1,Light Rain,53,16879
Koradi Devi Temple,Nagpur,2017,1,16,1,1,Sunny,42,23643
Koradi Devi Temple,Nagpur,2017,1,17,0,1,Pleasant,42,8943
Koradi Devi Temple,Nagpur,2017,1,18,0,1,Light Rain,47,17459
Koradi Devi Temple,Nagpur,2017,1,19,0,1,Pleasant,73,30801
Koradi Devi Temple,Nagpur,2017,1,20,0,1,Heavy Rain,35,16805
Koradi Devi Temple,Nagpur,2017,1,21,0,1,Heavy Rain,40,8749
Koradi Devi Temple,Nagpur,2017,1,22,0,1,Heavy Rain,60,8800
Koradi Devi Temple,Nagpur,2017,1,23,0,1,Sunny,78,45463
Koradi Devi Temple,Nagpur,2017,2,0,0,0,Light Rain,79,4053
Koradi Devi Temple,Nagpur,2017,2,1,1,0,Pleasant,46,2644
Koradi Devi Temple,Nagpur,2017,2,2,0,0,Sunny,60,2405
Koradi Devi Temple,Nagpur,2017,2,3,0,0,Light Rain,31,1386
Koradi Devi Temple,Nagpur,2017,2,4,0,0,Heavy Rain,41,638
Koradi Devi Temple,Nagpur,2017,2,5,0,0,Cloudy,40,1110
Koradi Devi Temple,Nagpur,2017,2,6,1,0,Heavy Rain,73,4785
Koradi Devi Temple,Nagpur,2017,2,7,0,0,Sunny,31,8284
Koradi Devi Temple,Nagpur,2017,2,8,1,0,Sunny,57,6174
Koradi Devi Temple,Nagpur,2017,2,9,0,0,Cloudy,62,7751
Koradi Devi Temple,Nagpur,2017,2,10,0,0,Heavy Rain,64,3768
Koradi Devi Temple,Nagpur,2017,2,11,0,0,Heavy Rain,45,5084
Koradi Devi Temple,Nagpur,2017,2,12,1,0,Pleasant,79,16334
Koradi Devi Temple,Nagpur,2017,2,13,0,0,Cloudy,58,8702
Koradi Devi Temple,Nagpur,2017,2,14,0,0,Pleasant,69,4716
Koradi Devi Temple,Nagpur,2017,2,15,0,0,Pleasant,59,6678
Koradi Devi Temple,Nagpur,2017,2,16,1,0,Pleasant,40,12338
Koradi Devi Temple,Nagpur,2017,2,17,0,0,Light Rain,30,4940
Koradi Devi Temple,Nagpur,2017,2,18,0,0,Pleasant,80,19322
Koradi Devi Temple,Nagpur,2017,2,19,1,0,Cloudy,60,25829
Koradi Devi Temple,Nagpur,2017,2,20,0,0,Heavy Rain,59,7532
Koradi Devi Temple,Nagpur,2017,2,21,0,0,Cloudy,30,18195
Koradi Devi Temple,Nagpur,2017,2,22,1,0,Sunny,54,30831
Koradi Devi Temple,Nagpur,2017,2,23,0,0,Cloudy,58,22805
Koradi Devi Temple,Nagpur,2017,3,0,0,0,Pleasant,35,5795
Koradi Devi Temple,Nagpur,2017,3,1,1,0,Light Rain,46,2848
Koradi Devi Temple,Nagpur,2017,3,2,0,0,Sunny,39,1717
Koradi Devi Temple,Nagpur,2017,3,3,0,0,Pleasant,79,1834
Koradi Devi Temple,Nagpur,2017,3,4,0,0,Light Rain,73,1954
Koradi Devi Temple,Nagpur,2017,3,5,0,0,Light Rain,32,1061
Koradi Devi Temple,Nagpur,2017,3,6,0,0,Pleasant,64,6485
Koradi Devi Temple,Nagpur,2017,3,7,0,0,Light Rain,56,6660
Koradi Devi Temple,Nagpur,2017,3,8,0,0,Heavy Rain,33,2804
Koradi Devi Temple,Nagpur,2017,3,9,0,0,Heavy Rain,54,2355
Koradi Devi Temple,Nagpur,2017,3,10,0,0,Sunny,53,4929
Koradi Devi Temple,Nagpur,2017,3,11,0,0,Sunny,69,7554
Koradi Devi Temple,Nagpur,2017,3,12,0,0,Light Rain,78,6769
Koradi Devi Temple,Nagpur,2017,3,13,0,0,Light Rain,49,7238
Koradi Devi Temple,Nagpur,2017,3,14,0,0,Heavy Rain,49,2638
Koradi Devi Temple,Nagpur,2017,3,15,0,0,Cloudy,65,9552
Koradi Devi Temple,Nagpur,2017,3,16,1,0,Cloudy,33,10094
Koradi Devi Temple,Nagpur,2017,3,17,0,0,Heavy Rain,38,3873
Koradi Devi Temple,Nagpur,2017,3,18,0,0,Sunny,45,20301
Koradi Devi Temple,Nagpur,2017,3,19,0,0,Light Rain,65,17709
Koradi Devi Temple,Nagpur,2017,3,20,0,0,Cloudy,60,20226
Koradi Devi Temple,Nagpur,2017,3,21,0,0,Sunny,71,18553
Koradi Devi Temple,Nagpur,2017,3,22,0,0,Heavy Rain,70,9468
Koradi Devi Temple,Nagpur,2017,3,23,0,0,Cloudy,57,15905
Koradi Devi Temple,Nagpur,2017,4,0,0,0,Light Rain,35,4112
Koradi Devi Temple,Nagpur,2017,4,1,0,0,Heavy Rain,55,1625
Koradi Devi Temple,Nagpur,2017,4,2,1,0,Cloudy,68,2882
Koradi Devi Temple,Nagpur,2017,4,3,0,0,Sunny,40,2790
Koradi Devi Temple,Nagpur,2017,4,4,0,0,Cloudy,68,1533
Koradi Devi Temple,Nagpur,2017,4,5,0,0,Pleasant,34,1924
Koradi Devi Temple,Nagpur,2017,4,6,1,0,Light Rain,75,9850
Koradi Devi Temple,Nagpur,2017,4,7,0,0,Sunny,52,6820
Koradi Devi Temple,Nagpur,2017,4,8,0,0,Heavy Rain,65,4153
Koradi Devi Temple,Nagpur,2017,4,9,0,0,Pleasant,56,6313
Koradi Devi Temple,Nagpur,2017,4,10,0,0,Pleasant,79,8820
Koradi Devi Temple,Nagpur,2017,4,11,0,0,Sunny,42,6211
Koradi Devi Temple,Nagpur,2017,4,12,1,0,Heavy Rain,56,6197
Koradi Devi Temple,Nagpur,2017,4,13,0,0,Cloudy,36,9929
Koradi Devi Temple,Nagpur,2017,4,14,0,0,Pleasant,52,8969
Koradi Devi Temple,Nagpur,2017,4,15,1,0,Pleasant,46,11654
Koradi Devi Temple,Nagpur,2017,4,16,0,0,Pleasant,69,9435
Koradi Devi Temple,Nagpur,2017,4,17,0,0,Sunny,33,9460
Koradi Devi Temple,Nagpur,2017,4,18,0,0,Heavy Rain,32,10328
Koradi Devi Temple,Nagpur,2017,4,19,0,0,Light Rain,42,17825
Koradi Devi Temple,Nagpur,2017,4,20,1,0,Sunny,63,34617
Koradi Devi Temple,Nagpur,2017,4,21,0,0,Light Rain,40,18809
Koradi Devi Temple,Nagpur,2017,4,22,0,0,Sunny,55,20858
Koradi Devi Temple,Nagpur,2017,4,23,1,0,Pleasant,78,31148
Koradi Devi Temple,Nagpur,2017,5,0,1,0,Sunny,39,12720
Koradi Devi Temple,Nagpur,2017,5,1,1,0,Cloudy,69,3810
Koradi Devi Temple,Nagpur,2017,5,2,1,0,Sunny,35,3485
Koradi Devi Temple,Nagpur,2017,5,3,1,0,Cloudy,61,3963
Koradi Devi Temple,Nagpur,2017,5,4,1,0,Cloudy,33,1531
Koradi Devi Temple,Nagpur,2017,5,5,1,0,Light Rain,61,2925
Koradi Devi Temple,Nagpur,2017,5,6,1,0,Pleasant,72,16350
Koradi Devi Temple,Nagpur,2017,5,7,1,0,Light Rain,75,9414
Koradi Devi Temple,Nagpur,2017,5,8,1,0,Sunny,73,12935
Koradi Devi Temple,Nagpur,2017,5,9,1,0,Cloudy,65,10566
Koradi Devi Temple,Nagpur,2017,5,10,1,0,Heavy Rain,54,8000
Koradi Devi Temple,Nagpur,2017,5,11,1,0,Pleasant,64,14654
Koradi Devi Temple,Nagpur,2017,5,12,1,0,Heavy Rain,45,10345
Koradi Devi Temple,Nagpur,2017,5,13,1,0,Light Rain,47,15815
Koradi Devi Temple,Nagpur,2017,5,14,1,0,Pleasant,76,12726
Koradi Devi Temple,Nagpur,2017,5,15,1,0,Light Rain,61,9857
Koradi Devi Temple,Nagpur,2017,5,16,1,0,Light Rain,52,11417
Koradi Devi Temple,Nagpur,2017,5,17,1,0,Pleasant,64,15806
Koradi Devi Temple,Nagpur,2017,5,18,1,0,Pleasant,31,28257
Koradi Devi Temple,Nagpur,2017,5,19,1,0,Light Rain,55,37479
Koradi Devi Temple,Nagpur,2017,5,20,1,0,Pleasant,76,23733
Koradi Devi Temple,Nagpur,2017,5,21,1,0,Cloudy,77,36906
Koradi Devi Temple,Nagpur,2017,5,22,1,0,Sunny,50,18171
Koradi Devi Temple,Nagpur,2017,5,23,1,0,Pleasant,54,27318
Koradi Devi Temple,Nagpur,2017,6,0,1,0,Light Rain,71,11977
Koradi Devi Temple,Nagpur,2017,6,1,1,0,Light Rain,77,3219
Koradi Devi Temple,Nagpur,2017,6,2,1,0,Light Rain,31,2072
Koradi Devi Temple,Nagpur,2017,6,3,1,0,Cloudy,46,2472
Koradi Devi Temple,Nagpur,2017,6,4,1,0,Pleasant,61,1267
Koradi Devi Temple,Nagpur,2017,6,5,1,0,Pleasant,74,3132
Koradi Devi Temple,Nagpur,2017,6,6,1,0,Light Rain,44,6186
Koradi Devi Temple,Nagpur,2017,6,7,1,0,Heavy Rain,60,5523
Koradi Devi Temple,Nagpur,2017,6,8,1,0,Light Rain,66,9549
Koradi Devi Temple,Nagpur,2017,6,9,1,0,Light Rain,39,7560
Koradi Devi Temple,Nagpur,2017,6,10,1,0,Cloudy,79,9615
Koradi Devi Temple,Nagpur,2017,6,11,1,0,Pleasant,57,10233
Koradi Devi Temple,Nagpur,2017,6,12,1,0,Heavy Rain,34,6065
Koradi Devi Temple,Nagpur,2017,6,13,1,0,Pleasant,66,13349
Koradi Devi Temple,Nagpur,2017,6,14,1,0,Heavy Rain,65,4985
Koradi Devi Temple,Nagpur,2017,6,15,1,0,Light Rain,37,9286
Koradi Devi Temple,Nagpur,2017,6,16,1,0,Heavy Rain,68,7810
Koradi Devi Temple,Nagpur,2017,6,17,1,0,Cloudy,54,9435
Koradi Devi Temple,Nagpur,2017,6,18,1,0,Cloudy,33,26877
Koradi Devi Temple,Nagpur,2017,6,19,1,0,Pleasant,40,27920
Koradi Devi Temple,Nagpur,2017,6,20,1,0,Heavy Rain,43,12857
Koradi Devi Temple,Nagpur,2017,6,21,1,0,Pleasant,30,29261
Koradi Devi Temple,Nagpur,2017,6,22,1,0,Cloudy,74,37530
Koradi Devi Temple,Nagpur,2017,6,23,1,0,Heavy Rain,74,18584
Koradi Devi Temple,Nagpur,2017,7,0,0,0,Heavy Rain,75,3177
Koradi Devi Temple,Nagpur,2017,7,1,0,0,Cloudy,79,2229
Koradi Devi Temple,Nagpur,2017,7,2,0,0,Cloudy,64,2288
Koradi Devi Temple,Nagpur,2017,7,3,0,0,Cloudy,79,3024
Koradi Devi Temple,Nagpur,2017,7,4,0,0,Light Rain,79,2170
Koradi Devi Temple,Nagpur,2017,7,5,0,0,Pleasant,39,2871
Koradi Devi Temple,Nagpur,2017,7,6,0,0,Heavy Rain,32,2098
Koradi Devi Temple,Nagpur,2017,7,7,0,0,Light Rain,44,6898
Koradi Devi Temple,Nagpur,2017,7,8,0,0,Sunny,70,5724
Koradi Devi Temple,Nagpur,2017,7,9,0,0,Light Rain,57,5132
Koradi Devi Temple,Nagpur,2017,7,10,0,0,Light Rain,43,6468
Koradi Devi Temple,Nagpur,2017,7,11,1,0,Cloudy,66,8892
Koradi Devi Temple,Nagpur,2017,7,12,0,0,Cloudy,80,4929
Koradi Devi Temple,Nagpur,2017,7,13,0,0,Pleasant,35,10515
Koradi Devi Temple,Nagpur,2017,7,14,0,0,Light Rain,41,6402
Koradi Devi Temple,Nagpur,2017,7,15,0,0,Sunny,54,9803
Koradi Devi Temple,Nagpur,2017,7,16,1,0,Pleasant,80,15656
Koradi Devi Temple,Nagpur,2017,7,17,1,0,Cloudy,53,7545
Koradi Devi Temple,Nagpur,2017,7,18,0,0,Light Rain,79,16946
Koradi Devi Temple,Nagpur,2017,7,19,0,0,Cloudy,38,19015
Koradi Devi Temple,Nagpur,2017,7,20,1,0,Heavy Rain,69,10098
Koradi Devi Temple,Nagpur,2017,7,21,0,0,Sunny,80,11671
Koradi Devi Temple,Nagpur,2017,7,22,0,0,Sunny,42,12640
Koradi Devi Temple,Nagpur,2017,7,23,0,0,Heavy Rain,44,12574
Koradi Devi Temple,Nagpur,2017,8,0,0,1,Sunny,34,11152
Koradi Devi Temple,Nagpur,2017,8,1,0,1,Sunny,30,6109
Koradi Devi Temple,Nagpur,2017,8,2,0,1,Sunny,67,5790
Koradi Devi Temple,Nagpur,2017,8,3,0,1,Sunny,35,3478
Koradi Devi Temple,Nagpur,2017,8,4,0,1,Sunny,50,3961
Koradi Devi Temple,Nagpur,2017,8,5,0,1,Light Rain,47,3759
Koradi Devi Temple,Nagpur,2017,8,6,0,1,Heavy Rain,46,9266
Koradi Devi Temple,Nagpur,2017,8,7,0,1,Cloudy,46,16220
Koradi Devi Temple,Nagpur,2017,8,8,0,1,Light Rain,40,7471
Koradi Devi Temple,Nagpur,2017,8,9,0,1,Sunny,31,13301
Koradi Devi Temple,Nagpur,2017,8,10,0,1,Cloudy,34,6302
Koradi Devi Temple,Nagpur,2017,8,11,0,1,Heavy Rain,74,6942
Koradi Devi Temple,Nagpur,2017,8,12,0,1,Heavy Rain,43,5830
Koradi Devi Temple,Nagpur,2017,8,13,0,1,Sunny,48,19239
Koradi Devi Temple,Nagpur,2017,8,14,0,1,Cloudy,74,19368
Koradi Devi Temple,Nagpur,2017,8,15,0,1,Sunny,78,11285
Koradi Devi Temple,Nagpur,2017,8,16,1,1,Heavy Rain,69,17973
Koradi Devi Temple,Nagpur,2017,8,17,0,1,Sunny,58,13304
Koradi Devi Temple,Nagpur,2017,8,18,0,1,Sunny,38,26205
Koradi Devi Temple,Nagpur,2017,8,19,1,1,Cloudy,45,39156
Koradi Devi Temple,Nagpur,2017,8,20,0,1,Cloudy,64,15777
Koradi Devi Temple,Nagpur,2017,8,21,0,1,Light Rain,60,20386
Koradi Devi Temple,Nagpur,2017,8,22,0,1,Light Rain,54,18081
Koradi Devi Temple,Nagpur,2017,8,23,0,1,Heavy Rain,44,13140
Koradi Devi Temple,Nagpur,2017,9,0,0,1,Sunny,75,8261
Koradi Devi Temple,Nagpur,2017,9,1,0,1,Light Rain,30,6734
Koradi Devi Temple,Nagpur,2017,9,2,0,1,Cloudy,71,3075
Koradi Devi Temple,Nagpur,2017,9,3,0,1,Heavy Rain,72,2942
Koradi Devi Temple,Nagpur,2017,9,4,0,1,Sunny,47,2837
Koradi Devi Temple,Nagpur,2017,9,5,0,1,Cloudy,45,3195
Koradi Devi Temple,Nagpur,2017,9,6,0,1,Heavy Rain,67,4768
Koradi Devi Temple,Nagpur,2017,9,7,0,1,Cloudy,52,17218
Koradi Devi Temple,Nagpur,2017,9,8,0,1,Pleasant,46,18913
Koradi Devi Temple,Nagpur,2017,9,9,0,1,Pleasant,75,13832
Koradi Devi Temple,Nagpur,2017,9,10,0,1,Pleasant,42,10100
Koradi Devi Temple,Nagpur,2017,9,11,0,1,Heavy Rain,51,9403
Koradi Devi Temple,Nagpur,2017,9,12,0,1,Heavy Rain,34,7609
Koradi Devi Temple,Nagpur,2017,9,13,1,1,Light Rain,31,25962
Koradi Devi Temple,Nagpur,2017,9,14,0,1,Light Rain,72,10780
Koradi Devi Temple,Nagpur,2017,9,15,1,1,Heavy Rain,78,19251
Koradi Devi Temple,Nagpur,2017,9,16,1,1,Pleasant,41,37975
Koradi Devi Temple,Nagpur,2017,9,17,0,1,Pleasant,51,7125
Koradi Devi Temple,Nagpur,2017,9,18,0,1,Heavy Rain,62,14715
Koradi Devi Temple,Nagpur,2017,9,19,0,1,Light Rain,56,36135
Koradi Devi Temple,Nagpur,2017,9,20,0,1,Cloudy,52,48571
Koradi Devi Temple,Nagpur,2017,9,21,0,1,Pleasant,48,32748
Koradi Devi Temple,Nagpur,2017,9,22,0,1,Sunny,33,18830
Koradi Devi Temple,Nagpur,2017,9,23,0,1,Heavy Rain,31,20916
Koradi Devi Temple,Nagpur,2018,1,0,0,1,Light Rain,36,10484
Koradi Devi Temple,Nagpur,2018,1,1,0,1,Heavy Rain,74,2624
Koradi Devi Temple,Nagpur,2018,1,2,0,1,Light Rain,31,6348
Koradi Devi Temple,Nagpur,2018,1,3,0,1,Sunny,49,2933
Koradi Devi Temple,Nagpur,2018,1,4,0,1,Cloudy,56,7795
Koradi Devi Temple,Nagpur,2018,1,5,0,1,Pleasant,77,5293
Koradi Devi Temple,Nagpur,2018,1,6,0,1,Light Rain,62,13092
Koradi Devi Temple,Nagpur,2018,1,7,0,1,Sunny,61,10489
Koradi Devi Temple,Nagpur,2018,1,8,0,1,Heavy Rain,67,5166
Koradi Devi Temple,Nagpur,2018,1,9,0,1,Heavy Rain,40,7179
Koradi Devi Temple,Nagpur,2018,1,10,1,1,Sunny,34,20645
Koradi Devi Temple,Nagpur,2018,1,11,0,1,Cloudy,36,14460
Koradi Devi Temple,Nagpur,2018,1,12,0,1,Pleasant,51,20284
Koradi Devi Temple,Nagpur,2018,1,13,0,1,Light Rain,36,10839
Koradi Devi Temple,Nagpur,2018,1,14,0,1,Heavy Rain,30,6015
Koradi Devi Temple,Nagpur,2018,1,15,0,1,Light Rain,55,7350
Koradi Devi Temple,Nagpur,2018,1,16,0,1,Sunny,75,28583
Koradi Devi Temple,Nagpur,2018,1,17,0,1,Cloudy,35,10908
Koradi Devi Temple,Nagpur,2018,1,18,0,1,Sunny,57,46845
Koradi Devi Temple,Nagpur,2018,1,19,0,1,Sunny,39,47285
Koradi Devi Temple,Nagpur,2018,1,20,0,1,Pleasant,67,38351
Koradi Devi Temple,Nagpur,2018,1,21,0,1,Sunny,72,38337
Koradi Devi Temple,Nagpur,2018,1,22,0,1,Cloudy,77,31034
Koradi Devi Temple,Nagpur,2018,1,23,0,1,Pleasant,65,41497
Koradi Devi Temple,Nagpur,2018,2,0,0,0,Light Rain,34,6310
Koradi Devi Temple,Nagpur,2018,2,1,0,0,Cloudy,65,2693
Koradi Devi Temple,Nagpur,2018,2,2,0,0,Cloudy,80,2301
Koradi Devi Temple,Nagpur,2018,2,3,0,0,Pleasant,80,2789
Koradi Devi Temple,Nagpur,2018,2,4,0,0,Light Rain,52,2263
Koradi Devi Temple,Nagpur,2018,2,5,0,0,Pleasant,60,1383
Koradi Devi Temple,Nagpur,2018,2,6,0,0,Cloudy,49,4774
Koradi Devi Temple,Nagpur,2018,2,7,0,0,Pleasant,48,5699
Koradi Devi Temple,Nagpur,2018,2,8,0,0,Cloudy,55,4995
Koradi Devi Temple,Nagpur,2018,2,9,0,0,Heavy Rain,53,4553
Koradi Devi Temple,Nagpur,2018,2,10,1,0,Sunny,43,8541
Koradi Devi Temple,Nagpur,2018,2,11,0,0,Sunny,78,7017
Koradi Devi Temple,Nagpur,2018,2,12,0,0,Pleasant,53,6888
Koradi Devi Temple,Nagpur,2018,2,13,0,0,Sunny,68,6497
Koradi Devi Temple,Nagpur,2018,2,14,1,0,Light Rain,70,7104
Koradi Devi Temple,Nagpur,2018,2,15,0,0,Cloudy,68,10327
Koradi Devi Temple,Nagpur,2018,2,16,0,0,Sunny,78,7130
Koradi Devi Temple,Nagpur,2018,2,17,0,0,Heavy Rain,51,2741
Koradi Devi Temple,Nagpur,2018,2,18,0,0,Pleasant,45,20900
Koradi Devi Temple,Nagpur,2018,2,19,1,0,Light Rain,75,42711
Koradi Devi Temple,Nagpur,2018,2,20,0,0,Cloudy,68,20174
Koradi Devi Temple,Nagpur,2018,2,21,0,0,Pleasant,53,23272
Koradi Devi Temple,Nagpur,2018,2,22,0,0,Heavy Rain,69,15535
Koradi Devi Temple,Nagpur,2018,2,23,0,0,Cloudy,47,25103
Koradi Devi Temple,Nagpur,2018,3,0,0,0,Sunny,53,7114
Koradi Devi Temple,Nagpur,2018,3,1,0,0,Cloudy,45,1204
Koradi Devi Temple,Nagpur,2018,3,2,0,0,Pleasant,51,1535
Koradi Devi Temple,Nagpur,2018,3,3,0,0,Heavy Rain,61,668
Koradi Devi Temple,Nagpur,2018,3,4,0,0,Pleasant,40,1465
Koradi Devi Temple,Nagpur,2018,3,5,0,0,Pleasant,59,2962
Koradi Devi Temple,Nagpur,2018,3,6,0,0,Heavy Rain,32,2537
Koradi Devi Temple,Nagpur,2018,3,7,1,0,Heavy Rain,44,6263
Koradi Devi Temple,Nagpur,2018,3,8,0,0,Pleasant,47,8803
Koradi Devi Temple,Nagpur,2018,3,9,0,0,Heavy Rain,41,4680
Koradi Devi Temple,Nagpur,2018,3,10,0,0,Heavy Rain,71,2312
Koradi Devi Temple,Nagpur,2018,3,11,0,0,Cloudy,74,6317
Koradi Devi Temple,Nagpur,2018,3,12,0,0,Cloudy,58,5887
