temple_name,city,year,month,day_of_month,time_slot,is_weekend_or_holiday,is_special_festival,weather,headcount
Kashi Vishwanath,Varanasi,2011,10,7,9,0,1,Humid,20493
Kashi Vishwanath,Varanasi,2011,10,7,10,0,1,Rain,8430
Kashi Vishwanath,Varanasi,2011,10,7,11,0,1,Humid,10283
Kashi Vishwanath,Varanasi,2011,10,7,12,0,1,Cloudy,9561
Kashi Vishwanath,Varanasi,2011,10,7,13,0,1,Humid,10083
Kashi Vishwanath,Varanasi,2011,10,7,14,0,1,Foggy,6971
Kashi Vishwanath,Varanasi,2011,10,7,15,0,1,Cloudy,11068
Kashi Vishwanath,Varanasi,2011,10,7,16,0,1,Rain,13659
Kashi Vishwanath,Varanasi,2011,10,7,17,0,1,Clear,6924
Kashi Vishwanath,Varanasi,2011,10,7,18,0,1,Humid,33068
Kashi Vishwanath,Varanasi,2011,10,7,19,0,1,Rain,36984
Kashi Vishwanath,Varanasi,2011,10,7,20,0,1,Foggy,21316
Kashi Vishwanath,Varanasi,2011,10,7,21,0,1,Rain,36023
Kashi Vishwanath,Varanasi,2011,10,7,22,0,1,Foggy,27549
Kashi Vishwanath,Varanasi,2011,10,7,23,0,1,Clear,9253
Kashi Vishwanath,Varanasi,2011,10,8,0,1,1,Cloudy,46242
Kashi Vishwanath,Varanasi,2011,10,8,1,1,1,Humid,38134
Kashi Vishwanath,Varanasi,2011,10,8,2,1,1,Humid,29183
Kashi Vishwanath,Varanasi,2011,10,8,3,1,1,Foggy,22439
Kashi Vishwanath,Varanasi,2011,10,8,4,1,1,Foggy,34569
Kashi Vishwanath,Varanasi,2011,10,8,5,1,1,Humid,89911
Kashi Vishwanath,Varanasi,2011,10,8,6,1,1,Cloudy,48310
Kashi Vishwanath,Varanasi,2011,10,8,7,1,1,Humid,91419
Kashi Vishwanath,Varanasi,2011,10,8,8,1,1,Rain,65358
Kashi Vishwanath,Varanasi,2011,10,8,9,1,1,Rain,74001
Kashi Vishwanath,Varanasi,2011,10,8,10,1,1,Rain,52784
Kashi Vishwanath,Varanasi,2011,10,8,11,1,1,Clear,36535
Kashi Vishwanath,Varanasi,2011,10,8,12,1,1,Foggy,45764
Kashi Vishwanath,Varanasi,2011,10,8,13,1,1,Rain,30587
Kashi Vishwanath,Varanasi,2011,10,8,14,1,1,Humid,43301
Kashi Vishwanath,Varanasi,2011,10,8,15,1,1,Rain,22201
Kashi Vishwanath,Varanasi,2011,10,8,16,1,1,Clear,32996
Kashi Vishwanath,Varanasi,2011,10,8,17,1,1,Cloudy,37265
Kashi Vishwanath,Varanasi,2011,10,8,18,1,1,Cloudy,61284
Kashi Vishwanath,Varanasi,2011,10,8,19,1,1,Clear,89505
Kashi Vishwanath,Varanasi,2011,10,8,20,1,1,Humid,77709
Kashi Vishwanath,Varanasi,2011,10,8,21,1,1,Cloudy,138451
Kashi Vishwanath,Varanasi,2011,10,8,22,1,1,Humid,81820
Kashi Vishwanath,Varanasi,2011,10,8,23,1,1,Rain,35955
Kashi Vishwanath,Varanasi,2011,10,9,0,1,1,Rain,14461
Kashi Vishwanath,Varanasi,2011,10,9,1,1,1,Clear,13211
Kashi Vishwanath,Varanasi,2011,10,9,2,1,1,Humid,13409
Kashi Vishwanath,Varanasi,2011,10,9,3,1,1,Foggy,10483
Kashi Vishwanath,Varanasi,2011,10,9,4,1,1,Clear,6977
Kashi Vishwanath,Varanasi,2011,10,9,5,1,1,Cloudy,14555
Kashi Vishwanath,Varanasi,2011,10,9,6,1,1,Foggy,25919
Kashi Vishwanath,Varanasi,2011,10,9,7,1,1,Rain,30452
Kashi Vishwanath,Varanasi,2011,10,9,8,1,1,Foggy,18559
Kashi Vishwanath,Varanasi,2011,10,9,9,1,1,Clear,14208
Kashi Vishwanath,Varanasi,2011,10,9,10,1,1,Foggy,13190
Kashi Vishwanath,Varanasi,2011,10,9,11,1,1,Cloudy,11575
Kashi Vishwanath,Varanasi,2011,10,9,12,1,1,Cloudy,10436
Kashi Vishwanath,Varanasi,2011,10,9,13,1,1,Clear,12655
Kashi Vishwanath,Varanasi,2011,10,9,14,1,1,Clear,9145
Kashi Vishwanath,Varanasi,2011,10,9,15,1,1,Clear,8531
Kashi Vishwanath,Varanasi,2011,10,9,16,1,1,Cloudy,7036
Kashi Vishwanath,Varanasi,2011,10,9,17,1,1,Foggy,7038
Kashi Vishwanath,Varanasi,2011,10,9,18,1,1,Foggy,28164
Kashi Vishwanath,Varanasi,2011,10,9,19,1,1,Clear,32442
Kashi Vishwanath,Varanasi,2011,10,9,20,1,1,Clear,23959
Kashi Vishwanath,Varanasi,2011,10,9,21,1,1,Foggy,45291
Kashi Vishwanath,Varanasi,2011,10,9,22,1,1,Clear,42576
Kashi Vishwanath,Varanasi,2011,10,9,23,1,1,Cloudy,13658
Kashi Vishwanath,Varanasi,2012,10,1,0,0,1,Cloudy,9211
Kashi Vishwanath,Varanasi,2012,10,1,1,0,1,Clear,7597
Kashi Vishwanath,Varanasi,2012,10,1,2,0,1,Foggy,7912
Kashi Vishwanath,Varanasi,2012,10,1,3,0,1,Cloudy,7542
Kashi Vishwanath,Varanasi,2012,10,1,4,0,1,Clear,9604
Kashi Vishwanath,Varanasi,2012,10,1,5,0,1,Foggy,12221
Kashi Vishwanath,Varanasi,2012,10,1,6,0,1,Rain,20682
Kashi Vishwanath,Varanasi,2012,10,1,7,0,1,Clear,11219
Kashi Vishwanath,Varanasi,2012,10,1,8,0,1,Foggy,14565
Kashi Vishwanath,Varanasi,2012,10,1,9,0,1,Clear,20189
Kashi Vishwanath,Varanasi,2012,10,1,10,0,1,Cloudy,12129
Kashi Vishwanath,Varanasi,2012,10,1,11,0,1,Humid,14734
Kashi Vishwanath,Varanasi,2012,10,1,12,0,1,Humid,10787
Kashi Vishwanath,Varanasi,2012,10,1,13,0,1,Humid,6417
Kashi Vishwanath,Varanasi,2012,10,1,14,0,1,Humid,9727
Kashi Vishwanath,Varanasi,2012,10,1,15,0,1,Foggy,7047
Kashi Vishwanath,Varanasi,2012,10,1,16,0,1,Foggy,9138
Kashi Vishwanath,Varanasi,2012,10,1,17,0,1,Clear,8221
Kashi Vishwanath,Varanasi,2012,10,1,18,0,1,Clear,30100
Kashi Vishwanath,Varanasi,2012,10,1,19,0,1,Foggy,42730
Kashi Vishwanath,Varanasi,2012,10,1,20,0,1,Clear,21863
Kashi Vishwanath,Varanasi,2012,10,1,21,0,1,Cloudy,36830
Kashi Vishwanath,Varanasi,2012,10,1,22,0,1,Cloudy,24645
Kashi Vishwanath,Varanasi,2012,10,1,23,0,1,Humid,6034
Kashi Vishwanath,Varanasi,2012,10,2,0,0,1,Cloudy,7111
Kashi Vishwanath,Varanasi,2012,10,2,1,0,1,Rain,11717
Kashi Vishwanath,Varanasi,2012,10,2,2,0,1,Clear,11763
Kashi Vishwanath,Varanasi,2012,10,2,3,0,1,Humid,12417
Kashi Vishwanath,Varanasi,2012,10,2,4,0,1,Humid,10199
Kashi Vishwanath,Varanasi,2012,10,2,5,0,1,Foggy,12482
Kashi Vishwanath,Varanasi,2012,10,2,6,0,1,Rain,20152
Kashi Vishwanath,Varanasi,2012,10,2,7,0,1,Rain,13455
Kashi Vishwanath,Varanasi,2012,10,2,8,0,1,Cloudy,16773
Kashi Vishwanath,Varanasi,2012,10,2,9,0,1,Foggy,20938
Kashi Vishwanath,Varanasi,2012,10,2,10,0,1,Clear,12832
Kashi Vishwanath,Varanasi,2012,10,2,11,0,1,Foggy,8581
Kashi Vishwanath,Varanasi,2012,10,2,12,0,1,Foggy,10750
Kashi Vishwanath,Varanasi,2012,10,2,13,0,1,Clear,12864
Kashi Vishwanath,Varanasi,2012,10,2,14,0,1,Rain,7544
Kashi Vishwanath,Varanasi,2012,10,2,15,0,1,Foggy,13288
Kashi Vishwanath,Varanasi,2012,10,2,16,0,1,Clear,8054
Kashi Vishwanath,Varanasi,2012,10,2,17,0,1,Rain,6648
Kashi Vishwanath,Varanasi,2012,10,2,18,0,1,Rain,17104
Kashi Vishwanath,Varanasi,2012,10,2,19,0,1,Cloudy,32700
Kashi Vishwanath,Varanasi,2012,10,2,20,0,1,Rain,18416
Kashi Vishwanath,Varanasi,2012,10,2,21,0,1,Foggy,42703
Kashi Vishwanath,Varanasi,2012,10,2,22,0,1,Foggy,27695
Kashi Vishwanath,Varanasi,2012,10,2,23,0,1,Foggy,9885
Kashi Vishwanath,Varanasi,2012,10,3,0,0,1,Clear,44754
Kashi Vishwanath,Varanasi,2012,10,3,1,0,1,Humid,27651
Kashi Vishwanath,Varanasi,2012,10,3,2,0,1,Humid,25809
Kashi Vishwanath,Varanasi,2012,10,3,3,0,1,Clear,37385
Kashi Vishwanath,Varanasi,2012,10,3,4,0,1,Rain,36900
Kashi Vishwanath,Varanasi,2012,10,3,5,0,1,Humid,97797
Kashi Vishwanath,Varanasi,2012,10,3,6,0,1,Foggy,43916
Kashi Vishwanath,Varanasi,2012,10,3,7,0,1,Cloudy,80934
Kashi Vishwanath,Varanasi,2012,10,3,8,0,1,Rain,39135
Kashi Vishwanath,Varanasi,2012,10,3,9,0,1,Foggy,66553
Kashi Vishwanath,Varanasi,2012,10,3,10,0,1,Humid,43846
Kashi Vishwanath,Varanasi,2012,10,3,11,0,1,Humid,37660
Kashi Vishwanath,Varanasi,2012,10,3,12,0,1,Foggy,30500
Kashi Vishwanath,Varanasi,2012,10,3,13,0,1,Cloudy,30092
Kashi Vishwanath,Varanasi,2012,10,3,14,0,1,Foggy,23306
Kashi Vishwanath,Varanasi,2012,10,3,15,0,1,Cloudy,36771
Kashi Vishwanath,Varanasi,2012,10,3,16,0,1,Rain,29389
Kashi Vishwanath,Varanasi,2012,10,3,17,0,1,Cloudy,21490
Kashi Vishwanath,Varanasi,2012,10,3,18,0,1,Cloudy,75579
Kashi Vishwanath,Varanasi,2012,10,3,19,0,1,Rain,125382
Kashi Vishwanath,Varanasi,2012,10,3,20,0,1,Clear,111763
Kashi Vishwanath,Varanasi,2012,10,3,21,0,1,Clear,189542
Kashi Vishwanath,Varanasi,2012,10,3,22,0,1,Foggy,132832
Kashi Vishwanath,Varanasi,2012,10,3,23,0,1,Clear,28673
Kashi Vishwanath,Varanasi,2012,10,4,0,0,1,Clear,6224
Kashi Vishwanath,Varanasi,2012,10,4,1,0,1,Cloudy,6449
Kashi Vishwanath,Varanasi,2012,10,4,2,0,1,Foggy,14897
Kashi Vishwanath,Varanasi,2012,10,4,3,0,1,Cloudy,9355
Kashi Vishwanath,Varanasi,2012,10,4,4,0,1,Clear,12048
Kashi Vishwanath,Varanasi,2012,10,4,5,0,1,Rain,16736
Kashi Vishwanath,Varanasi,2012,10,4,6,0,1,Rain,12828
Kashi Vishwanath,Varanasi,2012,10,4,7,0,1,Clear,24820
Kashi Vishwanath,Varanasi,2012,10,4,8,0,1,Clear,15273
Kashi Vishwanath,Varanasi,2012,10,4,9,0,1,Cloudy,20543
Kashi Vishwanath,Varanasi,2012,10,4,10,0,1,Clear,8619
Kashi Vishwanath,Varanasi,2012,10,4,11,0,1,Foggy,11979
Kashi Vishwanath,Varanasi,2012,10,4,12,0,1,Cloudy,7919
Kashi Vishwanath,Varanasi,2012,10,4,13,0,1,Foggy,13306
Kashi Vishwanath,Varanasi,2012,10,4,14,0,1,Rain,14515
Kashi Vishwanath,Varanasi,2012,10,4,15,0,1,Foggy,11767
Kashi Vishwanath,Varanasi,2012,10,4,16,0,1,Foggy,6438
Kashi Vishwanath,Varanasi,2012,10,4,17,0,1,Clear,13759
Kashi Vishwanath,Varanasi,2012,10,4,18,0,1,Rain,34473
Kashi Vishwanath,Varanasi,2012,10,4,19,0,1,Foggy,22883
Kashi Vishwanath,Varanasi,2012,10,4,20,0,1,Foggy,33114
Kashi Vishwanath,Varanasi,2012,10,4,21,0,1,Rain,20257
Kashi Vishwanath,Varanasi,2012,10,4,22,0,1,Humid,51535
Kashi Vishwanath,Varanasi,2012,10,4,23,0,1,Foggy,11139
Kashi Vishwanath,Varanasi,2012,10,5,0,0,1,Foggy,13159
Kashi Vishwanath,Varanasi,2012,10,5,1,0,1,Foggy,11026
Kashi Vishwanath,Varanasi,2012,10,5,2,0,1,Cloudy,6245
Kashi Vishwanath,Varanasi,2012,10,5,3,0,1,Cloudy,13837
Kashi Vishwanath,Varanasi,2012,10,5,4,0,1,Foggy,7190
Kashi Vishwanath,Varanasi,2012,10,5,5,0,1,Humid,11609
Kashi Vishwanath,Varanasi,2012,10,5,6,0,1,Foggy,18370
Kashi Vishwanath,Varanasi,2012,10,5,7,0,1,Cloudy,15008
Kashi Vishwanath,Varanasi,2012,10,5,8,0,1,Foggy,24400
Kashi Vishwanath,Varanasi,2012,10,5,9,0,1,Humid,13347
Kashi Vishwanath,Varanasi,2012,10,5,10,0,1,Foggy,13356
Kashi Vishwanath,Varanasi,2012,10,5,11,0,1,Foggy,6983
Kashi Vishwanath,Varanasi,2012,10,5,12,0,1,Cloudy,9591
Kashi Vishwanath,Varanasi,2012,10,5,13,0,1,Clear,6734
Kashi Vishwanath,Varanasi,2012,10,5,14,0,1,Cloudy,13111
Kashi Vishwanath,Varanasi,2012,10,5,15,0,1,Clear,6594
Kashi Vishwanath,Varanasi,2012,10,5,16,0,1,Cloudy,9111
Kashi Vishwanath,Varanasi,2012,10,5,17,0,1,Foggy,11107
Kashi Vishwanath,Varanasi,2012,10,5,18,0,1,Cloudy,29754
Kashi Vishwanath,Varanasi,2012,10,5,19,0,1,Clear,30870
Kashi Vishwanath,Varanasi,2012,10,5,20,0,1,Cloudy,36049
Kashi Vishwanath,Varanasi,2012,10,5,21,0,1,Foggy,37061
Kashi Vishwanath,Varanasi,2012,10,5,22,0,1,Rain,37443
Kashi Vishwanath,Varanasi,2012,10,5,23,0,1,Clear,6051
Kashi Vishwanath,Varanasi,2012,10,6,0,1,1,Humid,14933
Kashi Vishwanath,Varanasi,2012,10,6,1,1,1,Rain,11628
Kashi Vishwanath,Varanasi,2012,10,6,2,1,1,Rain,7017
Kashi Vishwanath,Varanasi,2012,10,6,3,1,1,Humid,12782
Kashi Vishwanath,Varanasi,2012,10,6,4,1,1,Rain,14593
Kashi Vishwanath,Varanasi,2012,10,6,5,1,1,Foggy,29396
Kashi Vishwanath,Varanasi,2012,10,6,6,1,1,Foggy,17603
Kashi Vishwanath,Varanasi,2012,10,6,7,1,1,Clear,23916
Kashi Vishwanath,Varanasi,2012,10,6,8,1,1,Rain,14228
Kashi Vishwanath,Varanasi,2012,10,6,9,1,1,Foggy,22466
Kashi Vishwanath,Varanasi,2012,10,6,10,1,1,Foggy,13244
Kashi Vishwanath,Varanasi,2012,10,6,11,1,1,Foggy,10558
Kashi Vishwanath,Varanasi,2012,10,6,12,1,1,Clear,13791
Kashi Vishwanath,Varanasi,2012,10,6,13,1,1,Humid,10111
Kashi Vishwanath,Varanasi,2012,10,6,14,1,1,Clear,6975
Kashi Vishwanath,Varanasi,2012,10,6,15,1,1,Rain,11086
Kashi Vishwanath,Varanasi,2012,10,6,16,1,1,Cloudy,7264
Kashi Vishwanath,Varanasi,2012,10,6,17,1,1,Clear,9086
Kashi Vishwanath,Varanasi,2012,10,6,18,1,1,Rain,31544
Kashi Vishwanath,Varanasi,2012,10,6,19,1,1,Humid,38132
Kashi Vishwanath,Varanasi,2012,10,6,20,1,1,Humid,25194
Kashi Vishwanath,Varanasi,2012,10,6,21,1,1,Rain,41626
Kashi Vishwanath,Varanasi,2012,10,6,22,1,1,Humid,24459
Kashi Vishwanath,Varanasi,2012,10,6,23,1,1,Humid,6317
Kashi Vishwanath,Varanasi,2012,10,7,0,1,1,Clear,8829
Kashi Vishwanath,Varanasi,2012,10,7,1,1,1,Foggy,11862
Kashi Vishwanath,Varanasi,2012,10,7,2,1,1,Cloudy,6249
Kashi Vishwanath,Varanasi,2012,10,7,3,1,1,Clear,8801
Kashi Vishwanath,Varanasi,2012,10,7,4,1,1,Rain,6491
Kashi Vishwanath,Varanasi,2012,10,7,5,1,1,Humid,21690
Kashi Vishwanath,Varanasi,2012,10,7,6,1,1,Humid,21773
Kashi Vishwanath,Varanasi,2012,10,7,7,1,1,Cloudy,14255
Kashi Vishwanath,Varanasi,2012,10,7,8,1,1,Rain,15042
Kashi Vishwanath,Varanasi,2012,10,7,9,1,1,Foggy,19840
Kashi Vishwanath,Varanasi,2012,10,7,10,1,1,Foggy,13084
Kashi Vishwanath,Varanasi,2012,10,7,11,1,1,Cloudy,13539
Kashi Vishwanath,Varanasi,2012,10,7,12,1,1,Clear,7023
Kashi Vishwanath,Varanasi,2012,10,7,13,1,1,Humid,7708
Kashi Vishwanath,Varanasi,2012,10,7,14,1,1,Humid,12808
Kashi Vishwanath,Varanasi,2012,10,7,15,1,1,Rain,8478
Kashi Vishwanath,Varanasi,2012,10,7,16,1,1,Cloudy,12553
Kashi Vishwanath,Varanasi,2012,10,7,17,1,1,Rain,9760
Kashi Vishwanath,Varanasi,2012,10,7,18,1,1,Cloudy,35595
Kashi Vishwanath,Varanasi,2012,10,7,19,1,1,Cloudy,25095
Kashi Vishwanath,Varanasi,2012,10,7,20,1,1,Foggy,39507
Kashi Vishwanath,Varanasi,2012,10,7,21,1,1,Foggy,37596
Kashi Vishwanath,Varanasi,2012,10,7,22,1,1,Humid,37844
Kashi Vishwanath,Varanasi,2012,10,7,23,1,1,Cloudy,9254
Kashi Vishwanath,Varanasi,2012,10,8,0,0,1,Cloudy,45763
Kashi Vishwanath,Varanasi,2012,10,8,1,0,1,Rain,35400
Kashi Vishwanath,Varanasi,2012,10,8,2,0,1,Foggy,30842
Kashi Vishwanath,Varanasi,2012,10,8,3,0,1,Clear,42361
Kashi Vishwanath,Varanasi,2012,10,8,4,0,1,Humid,34004
Kashi Vishwanath,Varanasi,2012,10,8,5,0,1,Cloudy,89064
Kashi Vishwanath,Varanasi,2012,10,8,6,0,1,Rain,48610
Kashi Vishwanath,Varanasi,2012,10,8,7,0,1,Rain,48131
Kashi Vishwanath,Varanasi,2012,10,8,8,0,1,Foggy,45548
Kashi Vishwanath,Varanasi,2012,10,8,9,0,1,Humid,97001
Kashi Vishwanath,Varanasi,2012,10,8,10,0,1,Rain,27274
Kashi Vishwanath,Varanasi,2012,10,8,11,0,1,Clear,24180
Kashi Vishwanath,Varanasi,2012,10,8,12,0,1,Clear,43509
Kashi Vishwanath,Varanasi,2012,10,8,13,0,1,Cloudy,37161
Kashi Vishwanath,Varanasi,2012,10,8,14,0,1,Humid,51364
Kashi Vishwanath,Varanasi,2012,10,8,15,0,1,Foggy,39303
Kashi Vishwanath,Varanasi,2012,10,8,16,0,1,Foggy,33420
Kashi Vishwanath,Varanasi,2012,10,8,17,0,1,Foggy,21876
Kashi Vishwanath,Varanasi,2012,10,8,18,0,1,Clear,100505
Kashi Vishwanath,Varanasi,2012,10,8,19,0,1,Rain,131608
Kashi Vishwanath,Varanasi,2012,10,8,20,0,1,Clear,117859
Kashi Vishwanath,Varanasi,2012,10,8,21,0,1,Cloudy,107613
Kashi Vishwanath,Varanasi,2012,10,8,22,0,1,Rain,95854
Kashi Vishwanath,Varanasi,2012,10,8,23,0,1,Foggy,45635
Kashi Vishwanath,Varanasi,2012,10,9,0,0,1,Foggy,10722
Kashi Vishwanath,Varanasi,2012,10,9,1,0,1,Cloudy,7578
Kashi Vishwanath,Varanasi,2012,10,9,2,0,1,Rain,12676
Kashi Vishwanath,Varanasi,2012,10,9,3,0,1,Clear,6858
Kashi Vishwanath,Varanasi,2012,10,9,4,0,1,Clear,13128
Kashi Vishwanath,Varanasi,2012,10,9,5,0,1,Cloudy,13088
Kashi Vishwanath,Varanasi,2012,10,9,6,0,1,Rain,16203
Kashi Vishwanath,Varanasi,2012,10,9,7,0,1,Humid,22274
Kashi Vishwanath,Varanasi,2012,10,9,8,0,1,Rain,20604
Kashi Vishwanath,Varanasi,2012,10,9,9,0,1,Humid,31324
Kashi Vishwanath,Varanasi,2012,10,9,10,0,1,Humid,7061
Kashi Vishwanath,Varanasi,2012,10,9,11,0,1,Foggy,6532
Kashi Vishwanath,Varanasi,2012,10,9,12,0,1,Cloudy,7098
Kashi Vishwanath,Varanasi,2012,10,9,13,0,1,Foggy,11552
Kashi Vishwanath,Varanasi,2012,10,9,14,0,1,Clear,10143
Kashi Vishwanath,Varanasi,2012,10,9,15,0,1,Foggy,11604
Kashi Vishwanath,Varanasi,2012,10,9,16,0,1,Rain,14630
Kashi Vishwanath,Varanasi,2012,10,9,17,0,1,Humid,7651
Kashi Vishwanath,Varanasi,2012,10,9,18,0,1,Cloudy,24104
Kashi Vishwanath,Varanasi,2012,10,9,19,0,1,Clear,34362
Kashi Vishwanath,Varanasi,2012,10,9,20,0,1,Foggy,40508
Kashi Vishwanath,Varanasi,2012,10,9,21,0,1,Cloudy,19550
Kashi Vishwanath,Varanasi,2012,10,9,22,0,1,Humid,41801
Kashi Vishwanath,Varanasi,2012,10,9,23,0,1,Humid,7869
Kashi Vishwanath,Varanasi,2013,10,1,0,0,1,Humid,12830
Kashi Vishwanath,Varanasi,2013,10,1,1,0,1,Rain,12347
Kashi Vishwanath,Varanasi,2013,10,1,2,0,1,Cloudy,9626
Kashi Vishwanath,Varanasi,2013,10,1,3,0,1,Foggy,12295
Kashi Vishwanath,Varanasi,2013,10,1,4,0,1,Rain,8345
Kashi Vishwanath,Varanasi,2013,10,1,5,0,1,Rain,20927
Kashi Vishwanath,Varanasi,2013,10,1,6,0,1,Rain,22554
Kashi Vishwanath,Varanasi,2013,10,1,7,0,1,Rain,19231
Kashi Vishwanath,Varanasi,2013,10,1,8,0,1,Rain,25735
Kashi Vishwanath,Varanasi,2013,10,1,9,0,1,Humid,15016
Kashi Vishwanath,Varanasi,2013,10,1,10,0,1,Clear,12994
Kashi Vishwanath,Varanasi,2013,10,1,11,0,1,Clear,8263
Kashi Vishwanath,Varanasi,2013,10,1,12,0,1,Humid,14206
Kashi Vishwanath,Varanasi,2013,10,1,13,0,1,Cloudy,8274
Kashi Vishwanath,Varanasi,2013,10,1,14,0,1,Cloudy,13798
Kashi Vishwanath,Varanasi,2013,10,1,15,0,1,Rain,8939
Kashi Vishwanath,Varanasi,2013,10,1,16,0,1,Clear,7051
Kashi Vishwanath,Varanasi,2013,10,1,17,0,1,Humid,11937
Kashi Vishwanath,Varanasi,2013,10,1,18,0,1,Humid,41998
Kashi Vishwanath,Varanasi,2013,10,1,19,0,1,Cloudy,20339
Kashi Vishwanath,Varanasi,2013,10,1,20,0,1,Cloudy,20827
Kashi Vishwanath,Varanasi,2013,10,1,21,0,1,Rain,32455
Kashi Vishwanath,Varanasi,2013,10,1,22,0,1,Rain,20258
Kashi Vishwanath,Varanasi,2013,10,1,23,0,1,Cloudy,12276
Kashi Vishwanath,Varanasi,2013,10,2,0,0,1,Clear,9746
Kashi Vishwanath,Varanasi,2013,10,2,1,0,1,Rain,14454
Kashi Vishwanath,Varanasi,2013,10,2,2,0,1,Humid,6475
Kashi Vishwanath,Varanasi,2013,10,2,3,0,1,Rain,9013
Kashi Vishwanath,Varanasi,2013,10,2,4,0,1,Cloudy,8449
Kashi Vishwanath,Varanasi,2013,10,2,5,0,1,Humid,23975
Kashi Vishwanath,Varanasi,2013,10,2,6,0,1,Rain,15701
Kashi Vishwanath,Varanasi,2013,10,2,7,0,1,Rain,23480
Kashi Vishwanath,Varanasi,2013,10,2,8,0,1,Humid,14894
Kashi Vishwanath,Varanasi,2013,10,2,9,0,1,Rain,14451
Kashi Vishwanath,Varanasi,2013,10,2,10,0,1,Foggy,7297
Kashi Vishwanath,Varanasi,2013,10,2,11,0,1,Clear,9085
Kashi Vishwanath,Varanasi,2013,10,2,12,0,1,Rain,9616
Kashi Vishwanath,Varanasi,2013,10,2,13,0,1,Humid,10719
Kashi Vishwanath,Varanasi,2013,10,2,14,0,1,Cloudy,6717
Kashi Vishwanath,Varanasi,2013,10,2,15,0,1,Humid,14668
Kashi Vishwanath,Varanasi,2013,10,2,16,0,1,Clear,6064
Kashi Vishwanath,Varanasi,2013,10,2,17,0,1,Rain,9558
Kashi Vishwanath,Varanasi,2013,10,2,18,0,1,Clear,30828
Kashi Vishwanath,Varanasi,2013,10,2,19,0,1,Cloudy,35132
Kashi Vishwanath,Varanasi,2013,10,2,20,0,1,Clear,38639
Kashi Vishwanath,Varanasi,2013,10,2,21,0,1,Foggy,38303
Kashi Vishwanath,Varanasi,2013,10,2,22,0,1,Humid,49351
Kashi Vishwanath,Varanasi,2013,10,2,23,0,1,Cloudy,6419
Kashi Vishwanath,Varanasi,2013,10,3,0,0,1,Clear,34108
Kashi Vishwanath,Varanasi,2013,10,3,1,0,1,Foggy,23672
Kashi Vishwanath,Varanasi,2013,10,3,2,0,1,Humid,31543
Kashi Vishwanath,Varanasi,2013,10,3,3,0,1,Rain,36442
Kashi Vishwanath,Varanasi,2013,10,3,4,0,1,Rain,29892
Kashi Vishwanath,Varanasi,2013,10,3,5,0,1,Rain,68889
Kashi Vishwanath,Varanasi,2013,10,3,6,0,1,Clear,56257
Kashi Vishwanath,Varanasi,2013,10,3,7,0,1,Rain,109129
Kashi Vishwanath,Varanasi,2013,10,3,8,0,1,Foggy,34734
Kashi Vishwanath,Varanasi,2013,10,3,9,0,1,Clear,55657
Kashi Vishwanath,Varanasi,2013,10,3,10,0,1,Humid,41331
Kashi Vishwanath,Varanasi,2013,10,3,11,0,1,Clear,41855
Kashi Vishwanath,Varanasi,2013,10,3,12,0,1,Rain,39352
Kashi Vishwanath,Varanasi,2013,10,3,13,0,1,Foggy,20887
Kashi Vishwanath,Varanasi,2013,10,3,14,0,1,Cloudy,35727
Kashi Vishwanath,Varanasi,2013,10,3,15,0,1,Rain,44250
Kashi Vishwanath,Varanasi,2013,10,3,16,0,1,Rain,46623
Kashi Vishwanath,Varanasi,2013,10,3,17,0,1,Humid,42295
Kashi Vishwanath,Varanasi,2013,10,3,18,0,1,Humid,58353
Kashi Vishwanath,Varanasi,2013,10,3,19,0,1,Rain,81624
Kashi Vishwanath,Varanasi,2013,10,3,20,0,1,Humid,104977
Kashi Vishwanath,Varanasi,2013,10,3,21,0,1,Humid,56407
Kashi Vishwanath,Varanasi,2013,10,3,22,0,1,Foggy,51067
Kashi Vishwanath,Varanasi,2013,10,3,23,0,1,Humid,25102
Kashi Vishwanath,Varanasi,2013,10,4,0,0,1,Foggy,8793
Kashi Vishwanath,Varanasi,2013,10,4,1,0,1,Foggy,12367
Kashi Vishwanath,Varanasi,2013,10,4,2,0,1,Cloudy,13376
Kashi Vishwanath,Varanasi,2013,10,4,3,0,1,Cloudy,6452
Kashi Vishwanath,Varanasi,2013,10,4,4,0,1,Humid,14719
Kashi Vishwanath,Varanasi,2013,10,4,5,0,1,Clear,20671
Kashi Vishwanath,Varanasi,2013,10,4,6,0,1,Foggy,14247
Kashi Vishwanath,Varanasi,2013,10,4,7,0,1,Humid,17906
Kashi Vishwanath,Varanasi,2013,10,4,8,0,1,Cloudy,22869
Kashi Vishwanath,Varanasi,2013,10,4,9,0,1,Foggy,15898
Kashi Vishwanath,Varanasi,2013,10,4,10,0,1,Humid,12377
Kashi Vishwanath,Varanasi,2013,10,4,11,0,1,Cloudy,7775
Kashi Vishwanath,Varanasi,2013,10,4,12,0,1,Rain,9841
Kashi Vishwanath,Varanasi,2013,10,4,13,0,1,Rain,14840
Kashi Vishwanath,Varanasi,2013,10,4,14,0,1,Humid,7857
Kashi Vishwanath,Varanasi,2013,10,4,15,0,1,Humid,8330
Kashi Vishwanath,Varanasi,2013,10,4,16,0,1,Foggy,6529
Kashi Vishwanath,Varanasi,2013,10,4,17,0,1,Rain,10534
Kashi Vishwanath,Varanasi,2013,10,4,18,0,1,Humid,40720
Kashi Vishwanath,Varanasi,2013,10,4,19,0,1,Clear,25165
